2025-09-05 16:50:26,923 | DEBUG | MainThread | setup_logging:72 - Logger initialized. Log file: logs\app.log
2025-09-05 17:18:03,330 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:18:03,495 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:18:03,496 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:18:03,496 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:18:03,496 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:18:03,497 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:18:04,187 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 690 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation starts with a test to see if an issue will persist. The speaker mentions their belt is not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:18:04,188 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:18:04,328 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:05,143 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 955 ms. Body preview={"generation":"The conversation begins with a test to determine if an issue will persist. The speaker initiates the discussion by mentioning that their belt is not functioning properly, or not functioning at all. This initial statement sets the stage for the conversation, which will likely revolve a…
2025-09-05 17:18:05,144 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation begins with a test to determine if an issue will persist. The speaker initiates the discussion by mentioning that their belt is not functioning properly, or not functioning at all. This initial statement sets the stage for the conversation, which will likely revolve around troublesh…
2025-09-05 17:18:05,144 | DEBUG | scanner | summarize_transcript:472 - Final summary len=335, action_items=0
2025-09-05 17:18:05,144 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:06,938 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:07,521 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:18:09,335 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:12,524 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:14,173 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:14,342 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:14,509 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:18:14,678 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:18:14,679 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:16,314 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:16,650 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:18:16,817 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:18:16,818 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:18:16,819 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:18:16,819 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:18:16,821 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:18:18,066 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 1244 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation started with a test to see if an issue would persist. The speaker mentioned their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:18:18,067 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:18:19,333 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 1266 ms. Body preview={"generation":"The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which…
2025-09-05 17:18:19,334 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which would revolve …
2025-09-05 17:18:19,334 | DEBUG | scanner | summarize_transcript:472 - Final summary len=330, action_items=0
2025-09-05 17:18:19,335 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:19,350 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:20,737 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:21,253 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:18:24,352 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:26,263 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:28,280 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:28,638 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:18:28,840 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:18:28,841 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:29,355 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:30,105 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:30,431 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:18:30,592 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:18:30,593 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:18:30,593 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:18:30,593 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:18:30,593 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:18:31,295 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 701 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation started with a test to see if an issue would persist. The speaker mentioned their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:18:31,295 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:18:32,187 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 891 ms. Body preview={"generation":"The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the stage for the conversation that …
2025-09-05 17:18:32,187 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the stage for the conversation that was to follow.
2025-09-05 17:18:32,188 | DEBUG | scanner | summarize_transcript:472 - Final summary len=299, action_items=0
2025-09-05 17:18:32,188 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:33,431 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:33,952 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:18:34,358 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:38,955 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:39,362 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:40,130 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:40,458 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:18:40,622 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:18:40,622 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:41,810 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:42,143 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:18:42,698 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:18:42,698 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:18:42,699 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:18:42,699 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:18:42,699 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:18:43,404 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 705 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation started with a test to see if an issue would persist. The speaker mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:18:43,405 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:18:44,352 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 947 ms. Body preview={"generation":"The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which…
2025-09-05 17:18:44,353 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which would revolve …
2025-09-05 17:18:44,353 | DEBUG | scanner | summarize_transcript:472 - Final summary len=330, action_items=0
2025-09-05 17:18:44,354 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:44,365 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:45,547 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:46,041 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:18:49,369 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:51,052 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:52,213 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:52,537 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:18:52,699 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:18:52,699 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:53,966 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:54,326 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:18:54,384 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:18:54,510 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:18:54,511 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:18:54,511 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:18:54,511 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:18:54,512 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:18:55,270 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 758 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation started with a test to see if an issue would persist. The speaker mentioned their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:18:55,271 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:18:56,231 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 960 ms. Body preview={"generation":"The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which…
2025-09-05 17:18:56,231 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which would revolve …
2025-09-05 17:18:56,231 | DEBUG | scanner | summarize_transcript:472 - Final summary len=330, action_items=0
2025-09-05 17:18:56,232 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:18:57,446 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:18:58,377 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:18:59,389 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:03,393 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:04,396 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:05,355 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:05,698 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:19:05,868 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:19:05,868 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:07,032 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:07,791 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:19:07,955 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:19:07,956 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:19:07,957 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:19:07,957 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:19:07,957 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:19:08,654 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 696 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation starts with a test to see if an issue will persist. The speaker mentions their belt is not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:19:08,655 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:19:09,405 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:09,591 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 937 ms. Body preview={"generation":"The conversation begins with a test to determine if an issue will persist. The speaker initiates the discussion by mentioning that their belt is not working or is not functioning properly. This initial statement sets the stage for the conversation, which will likely revolve around tro…
2025-09-05 17:19:09,592 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation begins with a test to determine if an issue will persist. The speaker initiates the discussion by mentioning that their belt is not working or is not functioning properly. This initial statement sets the stage for the conversation, which will likely revolve around troubleshooting or…
2025-09-05 17:19:09,592 | DEBUG | scanner | summarize_transcript:472 - Final summary len=326, action_items=0
2025-09-05 17:19:09,592 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:10,825 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:11,339 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:19:14,411 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:16,352 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:17,849 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:18,194 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:19:18,368 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:19:18,369 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:19,413 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:19,631 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:19,991 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:19:20,169 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:19:20,169 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:19:20,170 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:19:20,170 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:19:20,170 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:19:20,850 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 680 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation started with a test to see if an issue would persist. The speaker mentioned their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":40,"stop_reason":"stop"}
2025-09-05 17:19:20,851 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:19:21,881 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 1031 ms. Body preview={"generation":"The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which…
2025-09-05 17:19:21,882 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which would go on to…
2025-09-05 17:19:21,883 | DEBUG | scanner | summarize_transcript:472 - Final summary len=359, action_items=0
2025-09-05 17:19:21,884 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:23,567 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:24,415 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:24,528 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:19:29,419 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:29,529 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:30,770 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:31,117 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:19:31,289 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:19:31,290 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:32,516 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:32,857 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:19:33,026 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:19:33,027 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:19:33,027 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:19:33,027 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:19:33,028 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:19:33,718 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 690 ms. Body preview={"generation":"{\n  \"summary_md\": \"The speaker is testing to see if their issue will persist. They mention that their belt is not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":38,"stop_reason":"stop"}
2025-09-05 17:19:33,719 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:19:34,425 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:35,070 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 1350 ms. Body preview={"generation":"The speaker is currently in the process of testing to determine if their issue will persist. They have brought to attention that their belt is not functioning properly, or in some cases, not functioning at all. This malfunction is the primary focus of their investigation, as they atte…
2025-09-05 17:19:35,070 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The speaker is currently in the process of testing to determine if their issue will persist. They have brought to attention that their belt is not functioning properly, or in some cases, not functioning at all. This malfunction is the primary focus of their investigation, as they attempt to identify…
2025-09-05 17:19:35,071 | DEBUG | scanner | summarize_transcript:472 - Final summary len=450, action_items=0
2025-09-05 17:19:35,071 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:36,235 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:36,721 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:19:39,440 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:41,726 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:42,956 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:43,296 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:19:43,467 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:19:43,467 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:44,444 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:45,551 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:45,894 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:19:46,063 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:19:46,063 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:19:46,064 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:19:46,064 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:19:46,065 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:19:46,719 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 653 ms. Body preview={"generation":"{\n  \"summary_md\": \"The speaker is testing to see if their issue will persist. They mention that their belt is not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":38,"stop_reason":"stop"}
2025-09-05 17:19:46,719 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:19:48,082 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 1363 ms. Body preview={"generation":"The speaker has initiated a test to determine if a persistent issue will continue to occur. The problem in question appears to be related to their belt, which is not functioning properly or, alternatively, not functioning at all. The speaker is attempting to gather more information ab…
2025-09-05 17:19:48,084 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The speaker has initiated a test to determine if a persistent issue will continue to occur. The problem in question appears to be related to their belt, which is not functioning properly or, alternatively, not functioning at all. The speaker is attempting to gather more information about the situati…
2025-09-05 17:19:48,085 | DEBUG | scanner | summarize_transcript:472 - Final summary len=468, action_items=0
2025-09-05 17:19:48,085 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:49,447 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:50,267 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:50,761 | INFO | scanner | update_row_partial:266 - Row 12 updated. summary=False action_items=True
2025-09-05 17:19:54,457 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:19:55,767 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:57,028 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:57,372 | DEBUG | scanner | fetch_missing:242 - fetch_missing(limit=500) -> 1 rows
2025-09-05 17:19:57,545 | INFO | scanner | missing_scanner:572 - Scanner found 1 rows with missing fields
2025-09-05 17:19:57,545 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:19:58,833 | DEBUG | scanner | db_conn:162 - DB connection established.
2025-09-05 17:19:59,191 | DEBUG | scanner | fetch_row_by_id:208 - fetch_row_by_id(12) -> found
2025-09-05 17:19:59,370 | INFO | scanner | process_row:510 - Row 12 | meetingid=ngp-futp-zwq | need_summary=False need_items=True
2025-09-05 17:19:59,371 | DEBUG | scanner | flatten_transcription:417 - flatten_transcription: produced 103 chars, 1 lines
2025-09-05 17:19:59,372 | DEBUG | scanner | process_row:517 - Row 12 transcript chars=103 preview=S2: Let's see it will work here or not. Will my issue be persistent? My belt is not working or working.
2025-09-05 17:19:59,372 | DEBUG | scanner | summarize_transcript:429 - summarize_transcript: total chars=103
2025-09-05 17:19:59,372 | DEBUG | scanner | summarize_transcript:433 - Single-shot summarization path.
2025-09-05 17:19:59,462 | DEBUG | pg-listener | pg_listener:544 - listener heartbeat…
2025-09-05 17:20:00,093 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 720 ms. Body preview={"generation":"{\n  \"summary_md\": \"The conversation started with a test to see if an issue would persist. The speaker mentioned that their belt was not working or working.\",\n  \"action_items\": []\n}","prompt_token_count":290,"generation_token_count":41,"stop_reason":"stop"}
2025-09-05 17:20:00,093 | INFO | scanner | summarize_transcript:461 - Rewriting summary to meet bounds (sent=2, para=1).
2025-09-05 17:20:01,029 | DEBUG | scanner | bedrock_invoke:369 - Bedrock invoke ok in 934 ms. Body preview={"generation":"The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which…
2025-09-05 17:20:01,029 | DEBUG | scanner | summarize_transcript:466 - Rewrite preview=The conversation began with a test to determine if a particular issue would persist. The speaker initiated the discussion by mentioning that their belt was not functioning properly, or at least, that was their perception. This initial statement set the tone for the conversation, which would revolve …
2025-09-05 17:20:01,030 | DEBUG | scanner | summarize_transcript:472 - Final summary len=330, action_items=0
2025-09-05 17:20:01,030 | DEBUG | scanner | db_conn:153 - Opening DB connection …
2025-09-05 17:20:02,337 | DEBUG | scanner | db_conn:162 - DB connection established.
